hospital_id,hospital_name,hospital_type,department,address,city,district,lat,lon,phone,weekday_open,weekday_close,weekend_open,has_weekend,night_service,is_emergency,emergency_level
H00911,횡성스마일정형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 횡성군 횡성읍 횡성로 371, (횡성벨라시티)",횡성군,횡성읍,37.4865208,127.9839157,033-345-9110,,,,0,0,0,NONE
H00912,횡성정형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 횡성군 횡성읍 태기로19번길 14, (횡성읍)",횡성군,횡성읍,37.4917101,127.986448,033-343-5337,,,,0,0,0,NONE
H00913,횡성중앙의원,CLINIC,"내과, 가정의학과","강원특별자치도 횡성군 횡성읍 문정로 17, (횡성읍)",횡성군,횡성읍,37.4900747,127.985568,033-345-2233,,,,0,0,0,NONE
H00914,효성신경외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 서원대로 509, (단구동)",원주시,서원대로,37.3250383,127.9595519,033-761-7582,,,,0,0,0,NONE
H00915,효자한림의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 춘천로 181, (운교동)",춘천시,춘천로,37.8767383,127.7343186,033-242-7581,,,,0,0,0,NONE
H00916,후평성심의원,CLINIC,"내과, 가정의학과","강원특별자치도 춘천시 춘천로296번길 3, (후평동)",춘천시,춘천로296번길,37.8810336,127.7461598,033-256-3638,,,,0,0,0,NONE
H00917,흥업성모의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 흥업면 남원로 76, (흥업면)",원주시,흥업면,37.3028412,127.9203165,033-765-2275,,,,0,0,0,NONE
H00918,희망정형외과의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 시청로 84, 4층 (무실동, 애드피아빌딩)",원주시,시청로,37.3363835,127.9280559,033-743-2575,,,,0,0,0,NONE
H00919,희망찬여성의원,CLINIC,"내과, 가정의학과","강원특별자치도 원주시 혁신로 39-1, 3, 4층 (반곡동)",원주시,혁신로,37.3242341,127.9791195,033-733-2888,,,,0,0,0,NONE
H00920,강원대학교치과병원,DENTAL,"치과, 구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과","강원특별자치도 강릉시 죽헌길 7,  (지변동)",강릉시,죽헌길,37.7706675,128.8701111,033-640-3114,,,,0,0,0,NONE
H00921,그랜드치과병원,DENTAL,"치과, 구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과","강원특별자치도 원주시 서원대로 188, (단계동)",원주시,서원대로,37.3437392,127.9321635,033-732-6000,,,,0,0,0,NONE
H00922,서울매일치과병원,DENTAL,"치과, 구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과","강원특별자치도 원주시 만대공원길 59-0,  4~6층 (무실동)",원주시,만대공원길,37.3394268,127.9247117,033-812-2882,,,,0,0,0,NONE
H00923,위덴치과병원,DENTAL,"치과, 구강악안면외과, 치과보철과, 치과교정과, 치주과, 치과보존과","강원특별자치도 속초시 동해대로 4236, (교동)",속초시,동해대로,38.1977477,128.5775676,033-1877-7007,,,,0,0,0,NONE
H00924,28지킴이치과의원,DENTAL,치과,"강원특별자치도 원주시 봉화로 16, (단계동)",원주시,봉화로,37.3459695,127.9288427,033-747-2891,,,,0,0,0,NONE
H00925,365시에스치과의원,DENTAL,치과,"강원특별자치도 춘천시 후석로 294, 4층 1,2호 (후평동)",춘천시,후석로,37.8775952,127.7520118,033-244-7528,,,,0,0,0,NONE
H00926,NY드림치과의원,DENTAL,치과,"강원특별자치도 춘천시 지석로 80, 5층 (퇴계동)",춘천시,지석로,37.8504889,127.7437664,033-269-7555,,,,0,0,0,NONE
H00927,e-플란트미래치과의원,DENTAL,치과,"강원특별자치도 원주시 서원대로 383, 4층 (개운동, 한신플라자)",원주시,서원대로,37.3319866,127.9486022,033-764-7528,,,,0,0,0,NONE
H00928,e조은치과의원,DENTAL,치과,"강원특별자치도 춘천시 영서로 2333, (온의동)",춘천시,영서로,37.8677841,127.7162905,033-242-2877,,,,0,0,0,NONE
H00929,e플러스치과의원,DENTAL,치과,"강원특별자치도 강릉시 경강로 2120, 5층 (옥천동, 씨네몰)",강릉시,경강로,37.7556996,128.8986261,033-643-8275,,,,0,0,0,NONE
H00930,가인치과의원,DENTAL,치과,"강원특별자치도 강릉시 경강로 2091, (임당동)",강릉시,경강로,37.7546803,128.8956443,033-647-8222,,,,0,0,0,NONE
H00931,강남 스마일 치과의원,DENTAL,치과,"강원특별자치도 철원군 동송읍 금학로 229, 현대빌딩 4층",철원군,동송읍,38.2089055,127.217289,033-455-2829,,,,0,0,0,NONE
H00932,강남S치과의원,DENTAL,치과,"강원특별자치도 춘천시 경춘로 2362, 4층 (온의동)",춘천시,경춘로,37.8642732,127.7205718,033-244-1640,,,,0,0,0,NONE
H00933,강남후생치과의원,DENTAL,치과,"강원특별자치도 원주시 북원로 2706, 2층 (태장동)",원주시,북원로,37.3850834,127.9479381,033-746-2827,,,,0,0,0,NONE
H00934,강릉바른이치과의원,DENTAL,치과,"강원특별자치도 강릉시 경강로 2092, (금학동)",강릉시,경강로,37.7543463,128.895931,033-648-0212,,,,0,0,0,NONE
H00935,강릉사과나무치과의원,DENTAL,치과,"강원특별자치도 강릉시 교동광장로 103, 4층 (교동)",강릉시,교동광장로,37.7651089,128.8762283,033-643-0340,,,,0,0,0,NONE
H00936,강릉에이스치과의원,DENTAL,치과,"강원특별자치도 강릉시 경강로 2108, 5층 (임당동)",강릉시,경강로,37.7552401,128.8974907,033-641-7522,,,,0,0,0,NONE
H00937,강릉조은이플란트치과의원,DENTAL,치과,"강원특별자치도 강릉시 경강로 2100, 3층 (임당동)",강릉시,경강로,37.7547828,128.8966951,033-642-2228,,,,0,0,0,NONE
H00938,강릉치과의원,DENTAL,치과,"강원특별자치도 강릉시 경강로 2110, 4층 (임당동, 동아빌딩)",강릉시,경강로,37.7553336,128.8976716,033-647-1107,,,,0,0,0,NONE
H00939,강수만치과의원,DENTAL,치과,"강원특별자치도 춘천시 후석로 278, (후평동)",춘천시,후석로,37.8763991,127.7527471,033-254-2069,,,,0,0,0,NONE
H00940,강치과의원,DENTAL,치과,"강원특별자치도 고성군 간성읍 간성로 34, (간성읍)",고성군,간성읍,38.3792044,128.4712948,033-681-7528,,,,0,0,0,NONE
H00941,건강한치과의원,DENTAL,치과,"강원특별자치도 원주시 건강로 21, 2층 (반곡동, 조은빌딩)",원주시,건강로,37.325568,127.9877902,033-734-2275,,,,0,0,0,NONE
H00942,경희유치과의원,DENTAL,치과,"강원특별자치도 속초시 중앙로 37, 1층 (교동)",속초시,중앙로,38.1998568,128.5807654,033-800-7172,,,,0,0,0,NONE
H00943,고성 좋은 치과의원,DENTAL,치과,"강원특별자치도 고성군 거진읍 거진길 37-1, 37",고성군,거진읍,38.4473816,128.4547489,033-682-7888,,,,0,0,0,NONE
H00944,고운미소치과의원,DENTAL,치과,"강원특별자치도 정선군 사북읍 사북2길 30, 3층 (고운미소빌딩)",정선군,사북읍,37.2278401,128.8181355,033-591-9409,,,,0,0,0,NONE
H00945,고운치과교정과치과의원,DENTAL,치과,"강원특별자치도 원주시 서원대로 408, 501,502호 (단구동, 광장빌딩)",원주시,서원대로,37.3299891,127.9500079,033-761-2804,,,,0,0,0,NONE
H00946,고은아이치과의원,DENTAL,치과,"강원특별자치도 원주시 서원대로 408, 203호 (단구동, 광장빌딩)",원주시,서원대로,37.3299891,127.9500079,033-766-7528,,,,0,0,0,NONE
H00947,고헌주치과의원,DENTAL,치과,"강원특별자치도 동해시 발한로 206, (발한동)",동해시,발한로,37.547894,129.1091305,033-533-0003,,,,0,0,0,NONE
H00948,관동치과의원,DENTAL,치과,"강원특별자치도 강릉시 범일로 604, (내곡동)",강릉시,범일로,37.7412779,128.8808217,033-642-3327,,,,0,0,0,NONE
H00949,교동치과의원,DENTAL,치과,"강원특별자치도 속초시 미시령로 3383, (교동)",속초시,미시령로,38.2067303,128.57637,033-636-2877,,,,0,0,0,NONE
H00950,구구플란트치과의원,DENTAL,치과,"강원특별자치도 춘천시 영서로 2777, 3층 (우두동)",춘천시,영서로,37.9011692,127.7284765,033-244-9901,,,,0,0,0,NONE
H00951,구용치과의원,DENTAL,치과,"강원특별자치도 속초시 동해대로 4288, 2층 (교동)",속초시,동해대로,38.1988717,128.5724665,033-632-2828,,,,0,0,0,NONE
H00952,굿모닝치과의원,DENTAL,치과,"강원특별자치도 동해시 청운1길 48, 2층 202호 (쇄운동)",동해시,청운1길,37.4859413,129.1085081,033-521-1575,,,,0,0,0,NONE
H00953,굿모닝치과의원,DENTAL,치과,"강원특별자치도 원주시 입춘로 110, 3층 307호 (반곡동)",원주시,입춘로,37.3234174,127.9816785,033-747-7527,,,,0,0,0,NONE
H00954,굿모닝치과의원,DENTAL,치과,"강원특별자치도 강릉시 하평길 56, 2층 (포남동, 우호빌딩)",강릉시,하평길,37.7697211,128.9147074,033-642-7528,,,,0,0,0,NONE
H00955,권치과의원,DENTAL,치과,"강원특별자치도 화천군 화천읍 중앙로2길 8, (화천읍)",화천군,화천읍,38.1046565,127.7046934,033-441-2550,,,,0,0,0,NONE
H00956,권혁태치과의원,DENTAL,치과,"강원특별자치도 강릉시 주문진읍 주문로 68-1, (주문진읍)",강릉시,주문진읍,37.890046,128.8260537,033-661-3342,,,,0,0,0,NONE
H00957,그랜드치과의원,DENTAL,치과,"강원특별자치도 강릉시 율곡로 2827, 5-7층 (옥천동)",강릉시,율곡로,37.7565441,128.8982458,033-653-0000,,,,0,0,0,NONE
H00958,그린치과의원,DENTAL,치과,"강원특별자치도 속초시 동해대로 4147, 비동2층 (조양동)",속초시,동해대로,38.1895574,128.5805187,033-636-7774,,,,0,0,0,NONE
H00959,근덕하나치과의원,DENTAL,치과,"강원특별자치도 삼척시 근덕면 교가1길 3, 3",삼척시,근덕면,37.3805246,129.2262273,033-572-3334,,,,0,0,0,NONE
H00960,김강용치과의원,DENTAL,치과,"강원특별자치도 홍천군 홍천읍 꽃뫼로 107, 3층",홍천군,홍천읍,37.6916667,127.8856588,033-432-2875,,,,0,0,0,NONE
H00961,김경수치과의원,DENTAL,치과,"강원특별자치도 춘천시 충열로 1, 3층 (우두동)",춘천시,충열로,37.9011582,127.7295218,033-242-2879,,,,0,0,0,NONE
H00962,김미소치과의원,DENTAL,치과,"강원특별자치도 춘천시 안마산로 224-1, (퇴계동)",춘천시,안마산로,37.8481368,127.7378634,033-264-2879,,,,0,0,0,NONE
H00963,김성권치과의원,DENTAL,치과,"강원특별자치도 춘천시 중앙로 69-1, (중앙로2가)",춘천시,중앙로,37.8790396,127.7263742,033-251-7575,,,,0,0,0,NONE
H00964,김영근치과의원,DENTAL,치과,"강원특별자치도 춘천시 중앙로67번길 18, (죽림동)",춘천시,중앙로67번길,37.8777017,127.727759,033-255-7528,,,,0,0,0,NONE
H00965,김원래치과의원,DENTAL,치과,"강원특별자치도 홍천군 홍천읍 홍천로 321, 2층 (안정스위트타워)",홍천군,홍천읍,37.6889055,127.8807723,033-434-7582,,,,0,0,0,NONE
H00966,김은겸치과의원,DENTAL,치과,"강원특별자치도 강릉시 선수촌로 73, 3층 302호 (홍제동, 유천메타폴리스1 B동)",강릉시,선수촌로,37.7575042,128.8700381,033-647-3301,,,,0,0,0,NONE
H00967,김재구치과의원,DENTAL,치과,"강원특별자치도 강릉시 경강로 2068, (성내동)",강릉시,경강로,37.7529979,128.8938376,033-643-5562,,,,0,0,0,NONE
H00968,김재원치과의원,DENTAL,치과,"강원특별자치도 춘천시 금강로 70, (조양동)",춘천시,금강로,37.8790182,127.7288067,033-253-3979,,,,0,0,0,NONE
H00969,김종호치과의원,DENTAL,치과,"강원특별자치도 태백시 황지로 178, (황지동)",태백시,황지로,37.1742071,128.9906038,033-552-1898,,,,0,0,0,NONE
H00970,김주선치과의원,DENTAL,치과,"강원특별자치도 동해시 발한로 63, (부곡동)",동해시,발한로,37.5381119,129.1019128,033-535-1515,,,,0,0,0,NONE
H00971,김치과의원,DENTAL,치과,"강원특별자치도 삼척시 진주로 8-1, (남양동, 김치과의원)",삼척시,진주로,37.4414823,129.1643222,033-574-5128,,,,0,0,0,NONE
H00972,김치과의원,DENTAL,치과,"강원특별자치도 강릉시 주문진읍 주문로 105, 2층",강릉시,주문진읍,37.8931155,128.8268917,033-662-1399,,,,0,0,0,NONE
H00973,김현진치과의원,DENTAL,치과,"강원특별자치도 태백시 번영로 351, (황지동)",태백시,번영로,37.1718502,128.9917618,033-553-2804,,,,0,0,0,NONE
H00974,김형태치과의원,DENTAL,치과,"강원특별자치도 삼척시 진주로 25, (남양동)",삼척시,진주로,37.443009,129.1637851,033-572-2875,,,,0,0,0,NONE
H00975,김화치과의원,DENTAL,치과,"강원특별자치도 철원군 서면 와수로 174, (서면)",철원군,서면,38.2389151,127.4388003,033-458-6323,,,,0,0,0,NONE
H00976,김환준치과의원,DENTAL,치과,"강원특별자치도 강릉시 경강로 2082, (임당동)",강릉시,경강로,37.7538334,128.8951953,033-643-2822,,,,0,0,0,NONE
H00977,내이플란트치과의원,DENTAL,치과,"강원특별자치도 춘천시 후석로 18, 하나빌딩 3층 (석사동)",춘천시,후석로,37.8565888,127.7400968,033-264-7528,,,,0,0,0,NONE
H00978,뉴사랑심는치과의원,DENTAL,치과,"강원특별자치도 강릉시 경강로 2109, 3층 (임당동, 문선빌딩)",강릉시,경강로,37.7556928,128.8972549,033-648-2875,,,,0,0,0,NONE
H00979,뉴욕치과의원,DENTAL,치과,"강원특별자치도 동해시 한섬로 111-7, 현진빌딩 4층 404호 (천곡동)",동해시,한섬로,37.5222543,129.1152178,,,,,0,0,0,NONE
H00980,늘좋은치과의원,DENTAL,치과,"강원특별자치도 춘천시 춘천로 197-1, 4층 (효자동, 벨몽드건물)",춘천시,춘천로,37.8771861,127.7358948,033-256-7528,,,,0,0,0,NONE
H00981,늘푸른치과의원,DENTAL,치과,"강원특별자치도 원주시 흥양로51번길 1, 2층 (태장동, 원마트)",원주시,흥양로51번길,37.3839867,127.952572,033-744-5363,,,,0,0,0,NONE
H00982,다나치과의원,DENTAL,치과,"강원특별자치도 홍천군 홍천읍 홍천로 343, 1,2,3층",홍천군,홍천읍,37.688807,127.8833965,033-433-2582,,,,0,0,0,NONE
H00983,다나치과의원,DENTAL,치과,"강원특별자치도 정선군 정선읍 봉양5길 26, 2층",정선군,정선읍,37.3794775,128.6629726,033-563-2875,,,,0,0,0,NONE
H00984,다나치과의원,DENTAL,치과,"강원특별자치도 춘천시 금강로 67-1, 2층 (조양동)",춘천시,금강로,37.879341,127.729191,033-254-9111,,,,0,0,0,NONE
H00985,다담웃음치과의원,DENTAL,치과,"강원특별자치도 원주시 지정면 신지정로 316-1, 304,305호",원주시,지정면,37.3822288,127.8726745,033-748-2275,,,,0,0,0,NONE
H00986,다람쥐키즈치과의원,DENTAL,치과,"강원특별자치도 원주시 지정면 신지정로 322, 501~504호",원주시,지정면,37.3825827,127.8724962,033-900-2800,,,,0,0,0,NONE
H00987,닥터리치과의원,DENTAL,치과,"강원특별자치도 원주시 행구로 148, 3층 (행구동)",원주시,행구로,37.341715,127.9725155,033-748-7522,,,,0,0,0,NONE
H00988,닥터유부부치과의원,DENTAL,치과,"강원특별자치도 원주시 오리현길 57, 5층 (반곡동)",원주시,오리현길,37.3386438,127.9722138,033-733-1880,,,,0,0,0,NONE
H00989,닥터준치과교정과치과의원,DENTAL,치과,"강원특별자치도 강릉시 솔올로5번길 40-1, 3층 (교동)",강릉시,솔올로5번길,37.7637508,128.8759656,033-641-2885,,,,0,0,0,NONE
H00990,닥터후치과의원,DENTAL,치과,"강원특별자치도 원주시 시청로 98, 3층 (무실동, 새봄빌딩)",원주시,시청로,37.335933,127.9287734,033-742-2875,,,,0,0,0,NONE
H00991,단계뿌리깊은치과의원,DENTAL,치과,"강원특별자치도 원주시 서원대로 165, (단계동)",원주시,서원대로,37.3444803,127.929959,033-743-4025,,,,0,0,0,NONE
H00992,대관령치과의원,DENTAL,치과,"강원특별자치도 평창군 대관령면 눈마을길 39, (부띠끄올리브 몽떼2층,202-1)",평창군,대관령면,37.6716944,128.7095868,033-336-2884,,,,0,0,0,NONE
H00993,대화치과의원,DENTAL,치과,"강원특별자치도 평창군 대화면 대화1길 20, 1층",평창군,대화면,37.4985582,128.4550975,033-335-2802,,,,0,0,0,NONE
H00994,더봄치과교정과치과의원,DENTAL,치과,"강원특별자치도 속초시 중앙로 43, 2층 (교동)",속초시,중앙로,38.2000862,128.5811885,033-800-8528,,,,0,0,0,NONE
H00995,더봄치과의원,DENTAL,치과,"강원특별자치도 춘천시 방송길 104, 2,3층 (온의동)",춘천시,방송길,37.8675179,127.7208602,033-254-2800,,,,0,0,0,NONE
H00996,동부연세치과의원,DENTAL,치과,"강원특별자치도 춘천시 충열로 32, (우두동)",춘천시,충열로,37.8984366,127.7323852,033-255-5288,,,,0,0,0,NONE
H00997,동아연세치과의원,DENTAL,치과,"강원특별자치도 춘천시 후석로228번길 5, (후평동)",춘천시,후석로228번길,37.8719369,127.7532593,033-244-2875,,,,0,0,0,NONE
H00998,동해아이온소아치과의원,DENTAL,치과,"강원특별자치도 동해시 한섬로 113-7, 송원빌딩 6층 601호 (천곡동)",동해시,한섬로,37.5223215,129.1159264,033-533-7528,,,,0,0,0,NONE
H00999,동해화이트치과의원,DENTAL,치과,"강원특별자치도 동해시 천곡로 76, 3층 301호 (천곡동, 다나빌딩)",동해시,천곡로,37.5229022,129.1132361,033-532-7532,,,,0,0,0,NONE
H01000,디지털월드치과의원,DENTAL,치과,"강원특별자치도 원주시 판부면 내남송길 103, 2층",원주시,판부면,37.3101437,127.9445558,033-761-7772,,,,0,0,0,NONE
H01001,라인치과의원,DENTAL,치과,"강원특별자치도 강릉시 경강로 2102, 3층 (임당동)",강릉시,경강로,37.7549326,128.8969302,033-647-5275,,,,0,0,0,NONE
H01002,라임치과의원,DENTAL,치과,"강원특별자치도 춘천시 후석로186번길 14, (석사동)",춘천시,후석로186번길,37.867306,127.7537849,033-264-4004,,,,0,0,0,NONE
H01003,로덴치과의원,DENTAL,치과,"강원특별자치도 춘천시 충열로 39, (우두동)",춘천시,충열로,37.8994774,127.7327187,033-241-2375,,,,0,0,0,NONE
H01004,로스윌서울이싫어내려온치과의원,DENTAL,치과,"강원특별자치도 원주시 서원대로 410, (단구동, 한솔프라자)",원주시,서원대로,37.3297852,127.9503251,033-765-2851,,,,0,0,0,NONE
H01005,로이스치과의원,DENTAL,치과,"강원특별자치도 강릉시 금성로61번길 7, 2층 (성남동)",강릉시,금성로61번길,37.7514582,128.8955459,033-641-7575,,,,0,0,0,NONE
H01006,리더스치과의원,DENTAL,치과,"강원특별자치도 원주시 봉화로 65, (단계동)",원주시,봉화로,37.3504025,127.9281711,033-742-2025,,,,0,0,0,NONE
H01007,마리치과의원,DENTAL,치과,"강원특별자치도 원주시 중평길 2, 2층 (중앙동)",원주시,중평길,37.3491017,127.9498648,033-742-8275,,,,0,0,0,NONE
H01008,마음담은치과의원,DENTAL,치과,"강원특별자치도 고성군 간성읍 간성로 40, 3층",고성군,간성읍,38.3792942,128.4706443,033-681-2275,,,,0,0,0,NONE
H01009,메디플란트치과의원,DENTAL,치과,"강원특별자치도 춘천시 후석로 352, 3층 302호 (후평동)",춘천시,후석로,37.8820972,127.7486855,033-256-3636,,,,0,0,0,NONE
H01010,메리트치과의원,DENTAL,치과,"강원특별자치도 춘천시 지석로 29, (석사동)",춘천시,지석로,37.8540945,127.7397671,033-253-8275,,,,0,0,0,NONE
H01011,메이시스치과의원,DENTAL,치과,"강원특별자치도 춘천시 퇴계로93번길 4-8, 2층 (퇴계동, 이삭빌딩)",춘천시,퇴계로93번길,37.861891,127.7316485,033-255-2003,,,,0,0,0,NONE
H01012,명인치과의원,DENTAL,치과,"강원특별자치도 고성군 간성읍 간성로 50, (간성읍)",고성군,간성읍,38.3793832,128.4696256,033-682-7528,,,,0,0,0,NONE
H01013,문막애치과의원,DENTAL,치과,"강원특별자치도 원주시 문막읍 왕건로 81, 동화빌딩 201호",원주시,문막읍,37.3266562,127.8291598,033-746-2275,,,,0,0,0,NONE
H01014,미래치과의원,DENTAL,치과,"강원특별자치도 양양군 양양읍 양양로 62, (양양읍)",양양군,양양읍,38.075549,128.6223509,033-673-2275,,,,0,0,0,NONE
H01015,미소드림치과의원,DENTAL,치과,"강원특별자치도 철원군 동송읍 금학로 247, 2층",철원군,동송읍,38.2103689,127.216385,033-455-2875,,,,0,0,0,NONE
H01016,미소디자인치과의원,DENTAL,치과,"강원특별자치도 동해시 청운1길 55, 2층 (나안동)",동해시,청운1길,37.4862811,129.1095046,033-522-2878,,,,0,0,0,NONE
H01017,미소치과의원,DENTAL,치과,"강원특별자치도 원주시 시청로 84, 3층 (무실동)",원주시,시청로,37.3363835,127.9280559,033-735-7538,,,,0,0,0,NONE
H01018,미소치과의원,DENTAL,치과,"강원특별자치도 홍천군 홍천읍 홍천로 363, (홍천읍)",홍천군,홍천읍,37.6894654,127.885674,033-436-9011,,,,0,0,0,NONE
H01019,미소치과의원,DENTAL,치과,"강원특별자치도 양구군 양구읍 양구새싹로 27, 2층",양구군,양구읍,38.1026419,127.9883863,033-481-2875,,,,0,0,0,NONE
H01020,미소치과의원,DENTAL,치과,"강원특별자치도 강릉시 성덕포남로 53, 204호 (입암동, 모닝프라자)",강릉시,성덕포남로,37.7595952,128.9189549,033-652-2275,,,,0,0,0,NONE
H01021,미소치과의원,DENTAL,치과,"강원특별자치도 고성군 간성읍 간성로 57-1, 유한철물 2층",고성군,간성읍,38.3791822,128.4685763,033-681-2875,,,,0,0,0,NONE
H01022,미시간치과의원,DENTAL,치과,"강원특별자치도 강릉시 강릉대로228번길 4, 3~4층 (임당동)",강릉시,강릉대로228번길,37.7583691,128.8955688,033-646-2875,,,,0,0,0,NONE
H01023,미치과의원,DENTAL,치과,"강원특별자치도 춘천시 영서로 2341, (온의동)",춘천시,영서로,37.8683518,127.7158638,033-252-2275,,,,0,0,0,NONE
H01024,미치과의원,DENTAL,치과,"강원특별자치도 속초시 중앙로 132, 2,3층 (금호동)",속초시,중앙로,38.2025116,128.5904542,033-637-2875,,,,0,0,0,NONE
H01025,미플란트치과의원,DENTAL,치과,"강원특별자치도 속초시 동해대로 4202, 2층 (교동)",속초시,동해대로,38.1945496,128.5790825,033-636-2275,,,,0,0,0,NONE
H01026,민치과의원,DENTAL,치과,"강원특별자치도 양양군 양양읍 군청길 73, (양양읍)",양양군,양양읍,38.0782456,128.626114,6722875,,,,0,0,0,NONE
H01027,민치과의원,DENTAL,치과,"강원특별자치도 태백시 시장북길 3, (황지동)",태백시,시장북길,37.1731035,128.9918872,033-553-3325,,,,0,0,0,NONE
H01028,믿음소망치과의원,DENTAL,치과,"강원특별자치도 속초시 중앙로 35, 2층 (교동, 장호빌딩)",속초시,중앙로,38.1996946,128.580559,033-633-3535,,,,0,0,0,NONE
H01029,믿음치과의원,DENTAL,치과,"강원특별자치도 춘천시 금강로 105, (운교동)",춘천시,금강로,37.8765071,127.7314701,033-244-0770,,,,0,0,0,NONE
H01030,믿음치과의원,DENTAL,치과,"강원특별자치도 강릉시 주문진읍 작은다리길 16, 2층",강릉시,주문진읍,37.8903275,128.8260913,,,,,0,0,0,NONE
H01031,바른길치과의원,DENTAL,치과,"강원특별자치도 원주시 북원로 2489, (우산동)",원주시,북원로,37.3666863,127.9402405,033-743-2820,,,,0,0,0,NONE
H01032,바른마음치과의원,DENTAL,치과,"강원특별자치도 강릉시 금성로42번길 14, 3층 (임당동)",강릉시,금성로42번길,37.7539903,128.8956665,033-648-3200,,,,0,0,0,NONE
H01033,바른서울효치과교정과치과의원,DENTAL,치과,"강원특별자치도 춘천시 중앙로 55, 6층 (중앙로2가)",춘천시,중앙로,37.8800321,127.7276065,033-252-7528,,,,0,0,0,NONE
H01034,바른손치과의원,DENTAL,치과,"강원특별자치도 홍천군 홍천읍 홍천로 326, 2층",홍천군,홍천읍,37.6880778,127.8816456,033-436-2275,,,,0,0,0,NONE
H01035,바른이치과교정과치과의원,DENTAL,치과,"강원특별자치도 춘천시 영서로 2341, 5층 (온의동)",춘천시,영서로,37.8683518,127.7158638,033-253-2875,,,,0,0,0,NONE
H01036,바른치과교정과치과의원,DENTAL,치과,"강원특별자치도 동해시 중앙로 229, 3층 (천곡동)",동해시,중앙로,37.5211818,129.1142632,033-535-2885,,,,0,0,0,NONE
H01037,바른치과의원,DENTAL,치과,"강원특별자치도 고성군 간성읍 간성로 24, 24",고성군,간성읍,38.3790951,128.472487,033-681-1877,,,,0,0,0,NONE
H01038,바른플란트치과의원,DENTAL,치과,"강원특별자치도 속초시 중앙로 3, 301호 (교동, 속초보광빌딩)",속초시,중앙로,38.1975885,128.5779689,033-636-1989,,,,0,0,0,NONE
H01039,박대진치과의원,DENTAL,치과,"강원특별자치도 춘천시 후석로 120, 춘천 농협 유통센터 A동 3층 301호 (석사동)",춘천시,후석로,37.8633018,127.7482199,033-256-2858,,,,0,0,0,NONE
H01040,박종화치과의원,DENTAL,치과,"강원특별자치도 삼척시 진주로 24, (남양동)",삼척시,진주로,37.4429139,129.1642713,033-573-9999,,,,0,0,0,NONE
H01041,박치과의원,DENTAL,치과,"강원특별자치도 동해시 천곡로 86-2, (천곡동)",동해시,천곡로,37.5228662,129.1150224,033-532-5869,,,,0,0,0,NONE
H01042,밝은미소경희치과의원,DENTAL,치과,"강원특별자치도 태백시 황지로 169, (황지동)",태백시,황지로,37.1734339,128.9910273,033-553-2875,,,,0,0,0,NONE
H01043,밝은미소치과의원,DENTAL,치과,"강원특별자치도 속초시 조양상가길 5, 2층 (조양동, 대웅빌딩)",속초시,조양상가길,38.1912456,128.5791852,033-638-3158,,,,0,0,0,NONE
H01044,백골치과의원,DENTAL,치과,"강원특별자치도 철원군 서면 금강로 7628, (서면)",철원군,서면,38.2008325,127.4237165,033-450-6074,,,,0,0,0,NONE
H01045,백남운치과의원,DENTAL,치과,"강원특별자치도 강릉시 경강로 2113, 2층 2호 (임당동)",강릉시,경강로,37.7559699,128.8976619,033-642-6759,,,,0,0,0,NONE
H01046,백미치과의원,DENTAL,치과,"강원특별자치도 춘천시 후석로326번길 5, (후평동)",춘천시,후석로326번길,37.8804884,127.7500921,033-243-2752,,,,0,0,0,NONE
H01047,백호치과의원,DENTAL,치과,"강원특별자치도 원주시 소초면 치악로 2367, 의무대 2층",원주시,소초면,37.3860581,127.976279,033-736-7102,,,,0,0,0,NONE
H01048,베네치아치과교정과치과의원,DENTAL,치과,"강원특별자치도 동해시 청운1길 52, 402호 (쇄운동)",동해시,청운1길,37.4859538,129.108938,033-521-2856,,,,0,0,0,NONE
H01049,베네치아치과의원,DENTAL,치과,"강원특별자치도 동해시 청운1길 52, 401호 (쇄운동)",동해시,청운1길,37.4859538,129.108938,033-521-2855,,,,0,0,0,NONE
H01050,베스트치과의원,DENTAL,치과,"강원특별자치도 원주시 단구로 398, 가온프라자 2층 201호 (단구동)",원주시,단구로,37.3214515,127.9553045,033-743-2879,,,,0,0,0,NONE
H01051,본수치과의원,DENTAL,치과,"강원특별자치도 춘천시 후석로 328, 6층 (후평동)",춘천시,후석로,37.8803824,127.7498528,033-252-7525,,,,0,0,0,NONE
H01052,본치과의원,DENTAL,치과,"강원특별자치도 원주시 일산로 61, 4층 (원동)",원주시,일산로,37.3466069,127.9500699,033-744-7414,,,,0,0,0,NONE
H01053,본치과의원,DENTAL,치과,"강원특별자치도 강릉시 입암로 157, 2층 (입암동, 제일빌딩)",강릉시,입암로,37.7597295,128.9183652,033-652-2228,,,,0,0,0,NONE
H01054,본치과의원,DENTAL,치과,"강원특별자치도 인제군 인제읍 비봉로 29, 1층",인제군,인제읍,38.0668616,128.1740922,033-462-2828,,,,0,0,0,NONE
