question_id,suspected_disease,symptom_group,question,positive_keywords,risk_score,required_resource_code,importance,disease_id,canonical_disease_name
DQ_EXP_EXP024_001,담낭염,abdominal,담낭염와 관련된 핵심 증상이 갑자기 시작됐나요?,오른쪽 윗배;열;구토;기름진 음식,4,ER_GENERAL,5,D_DIG_005,담낭염
DQ_EXP_EXP024_002,담낭염,abdominal,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_DIG_005,담낭염
DQ_EXP_EXP024_003,담낭염,abdominal,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,4,ER_GENERAL,4,D_DIG_005,담낭염
DQ_EXP_EXP024_004,담낭염,abdominal,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,4,ER_GENERAL,4,D_DIG_005,담낭염
DQ_EXP_EXP024_005,담낭염,abdominal,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_DIG_005,담낭염
DQ_EXP_EXP025_001,요로결석,urology,요로결석와 관련된 핵심 증상이 갑자기 시작됐나요?,옆구리 통증;혈뇨;구토;소변통,4,ER_GENERAL,5,D_URO_007,요로결석
DQ_EXP_EXP025_002,요로결석,urology,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_URO_007,요로결석
DQ_EXP_EXP025_003,요로결석,urology,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,4,ER_GENERAL,4,D_URO_007,요로결석
DQ_EXP_EXP025_004,요로결석,urology,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,4,ER_GENERAL,4,D_URO_007,요로결석
DQ_EXP_EXP025_005,요로결석,urology,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_URO_007,요로결석
DQ_EXP_EXP026_001,급성 신우신염,urology,급성 신우신염와 관련된 핵심 증상이 갑자기 시작됐나요?,고열;옆구리 통증;소변통;오한,4,ER_GENERAL,5,D_URO_002,급성 신우신염
DQ_EXP_EXP026_002,급성 신우신염,urology,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_URO_002,급성 신우신염
DQ_EXP_EXP026_003,급성 신우신염,urology,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,4,ER_GENERAL,4,D_URO_002,급성 신우신염
DQ_EXP_EXP026_004,급성 신우신염,urology,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,4,ER_GENERAL,4,D_URO_002,급성 신우신염
DQ_EXP_EXP026_005,급성 신우신염,urology,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_URO_002,급성 신우신염
DQ_EXP_EXP027_001,고환염전,urology,고환염전와 관련된 핵심 증상이 갑자기 시작됐나요?,고환통;갑작스런 통증;붓기;구토,5,ER_GENERAL,5,D_URO_001,고환염전
DQ_EXP_EXP027_002,고환염전,urology,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_URO_001,고환염전
DQ_EXP_EXP027_003,고환염전,urology,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_GENERAL,4,D_URO_001,고환염전
DQ_EXP_EXP027_004,고환염전,urology,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_GENERAL,4,D_URO_001,고환염전
DQ_EXP_EXP027_005,고환염전,urology,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_URO_001,고환염전
DQ_EXP_EXP029_001,식중독,abdominal,식중독와 관련된 핵심 증상이 갑자기 시작됐나요?,상한 음식;구토;설사;복통,4,ER_GENERAL,5,D_DIG_010,식중독
DQ_EXP_EXP029_002,식중독,abdominal,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_DIG_010,식중독
DQ_EXP_EXP029_003,식중독,abdominal,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,4,ER_GENERAL,4,D_DIG_010,식중독
DQ_EXP_EXP029_004,식중독,abdominal,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,4,ER_GENERAL,4,D_DIG_010,식중독
DQ_EXP_EXP029_005,식중독,abdominal,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_DIG_010,식중독
DQ_EXP_EXP030_001,중증 탈수,abdominal,소변량이 줄거나 입이 마르고 어지러운가요?,소변감소;입마름;어지럼;반복구토,5,ER_GENERAL,5,D_DIG_016,중증 탈수
DQ_EXP_EXP030_002,중증 탈수,abdominal,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_DIG_016,중증 탈수
DQ_EXP_EXP030_003,중증 탈수,abdominal,설사나 구토가 반복되면서 물을 마셔도 버티기 힘든가요?,설사;구토;반복;지속,5,ER_GENERAL,4,D_DIG_016,중증 탈수
DQ_EXP_EXP030_004,중증 탈수,abdominal,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_GENERAL,4,D_DIG_016,중증 탈수
DQ_EXP_EXP030_005,중증 탈수,abdominal,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_DIG_016,중증 탈수
DQ_EXP_EXP031_001,저혈당,toxic,저혈당와 관련된 핵심 증상이 갑자기 시작됐나요?,당뇨;식은땀;손떨림;의식저하,5,ER_GENERAL,5,D_TOX_012,저혈당
DQ_EXP_EXP031_002,저혈당,toxic,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_TOX_012,저혈당
DQ_EXP_EXP031_003,저혈당,toxic,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_GENERAL,4,D_TOX_012,저혈당
DQ_EXP_EXP031_004,저혈당,toxic,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_GENERAL,4,D_TOX_012,저혈당
DQ_EXP_EXP031_005,저혈당,toxic,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_TOX_012,저혈당
DQ_EXP_EXP032_001,고혈당성 응급,toxic,고혈당성 응급와 관련된 핵심 증상이 갑자기 시작됐나요?,당뇨;혈당 높음;구토;복통,5,ER_GENERAL,5,D_TOX_002,고혈당성 응급
DQ_EXP_EXP032_002,고혈당성 응급,toxic,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_TOX_002,고혈당성 응급
DQ_EXP_EXP032_003,고혈당성 응급,toxic,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_GENERAL,4,D_TOX_002,고혈당성 응급
DQ_EXP_EXP032_004,고혈당성 응급,toxic,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_GENERAL,4,D_TOX_002,고혈당성 응급
DQ_EXP_EXP032_005,고혈당성 응급,toxic,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_TOX_002,고혈당성 응급
DQ_EXP_EXP033_001,패혈증 의심,infection,패혈증 의심와 관련된 핵심 증상이 갑자기 시작됐나요?,고열;저체온;의식저하;호흡빠름,5,ER_GENERAL,5,D_INF_001,패혈증 의심
DQ_EXP_EXP033_002,패혈증 의심,infection,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_INF_001,패혈증 의심
DQ_EXP_EXP033_003,패혈증 의심,infection,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_GENERAL,4,D_INF_001,패혈증 의심
DQ_EXP_EXP033_004,패혈증 의심,infection,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_GENERAL,4,D_INF_001,패혈증 의심
DQ_EXP_EXP033_005,패혈증 의심,infection,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_INF_001,패혈증 의심
DQ_EXP_EXP034_001,열성경련,pediatric,열성경련와 관련된 핵심 증상이 갑자기 시작됐나요?,아이 고열;경련;발작;의식,5,ER_PED,5,D_PED_003,열성경련
DQ_EXP_EXP034_002,열성경련,pediatric,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_PED,5,D_PED_003,열성경련
DQ_EXP_EXP034_003,열성경련,pediatric,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_PED,4,D_PED_003,열성경련
DQ_EXP_EXP034_004,열성경련,pediatric,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_PED,4,D_PED_003,열성경련
DQ_EXP_EXP034_005,열성경련,pediatric,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_PED,3,D_PED_003,열성경련
DQ_EXP_EXP035_001,영아 호흡곤란,pediatric,영아 호흡곤란와 관련된 핵심 증상이 갑자기 시작됐나요?,아기;숨참;쌕쌕;청색증,5,ER_PED,5,D_PED_004,영아 호흡곤란
DQ_EXP_EXP035_002,영아 호흡곤란,pediatric,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_PED,5,D_PED_004,영아 호흡곤란
DQ_EXP_EXP035_003,영아 호흡곤란,pediatric,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_PED,4,D_PED_004,영아 호흡곤란
DQ_EXP_EXP035_004,영아 호흡곤란,pediatric,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_PED,4,D_PED_004,영아 호흡곤란
DQ_EXP_EXP035_005,영아 호흡곤란,pediatric,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_PED,3,D_PED_004,영아 호흡곤란
DQ_EXP_EXP036_001,소아 탈수,pediatric,소아 탈수와 관련된 핵심 증상이 갑자기 시작됐나요?,아이 설사;구토;소변감소;눈물없음,4,ER_PED,5,D_PED_002,소아 탈수
DQ_EXP_EXP036_002,소아 탈수,pediatric,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_PED,5,D_PED_002,소아 탈수
DQ_EXP_EXP036_003,소아 탈수,pediatric,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,4,ER_PED,4,D_PED_002,소아 탈수
DQ_EXP_EXP036_004,소아 탈수,pediatric,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,4,ER_PED,4,D_PED_002,소아 탈수
DQ_EXP_EXP036_005,소아 탈수,pediatric,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_PED,3,D_PED_002,소아 탈수
DQ_EXP_EXP037_001,임신 중 복통출혈,obgy,임신 중 복통출혈와 관련된 핵심 증상이 갑자기 시작됐나요?,임신;복통;질출혈;어지럼,5,ER_OBGY,5,D_OBG_004,임신 중 복통출혈
DQ_EXP_EXP037_002,임신 중 복통출혈,obgy,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_OBGY,5,D_OBG_004,임신 중 복통출혈
DQ_EXP_EXP037_003,임신 중 복통출혈,obgy,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_OBGY,4,D_OBG_004,임신 중 복통출혈
DQ_EXP_EXP037_004,임신 중 복통출혈,obgy,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_OBGY,4,D_OBG_004,임신 중 복통출혈
DQ_EXP_EXP037_005,임신 중 복통출혈,obgy,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_OBGY,3,D_OBG_004,임신 중 복통출혈
DQ_EXP_EXP038_001,자궁외임신 의심,obgy,자궁외임신 의심와 관련된 핵심 증상이 갑자기 시작됐나요?,임신초기;아랫배통증;질출혈;어지럼,5,ER_OBGY,5,D_OBG_005,자궁외임신 의심
DQ_EXP_EXP038_002,자궁외임신 의심,obgy,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_OBGY,5,D_OBG_005,자궁외임신 의심
DQ_EXP_EXP038_003,자궁외임신 의심,obgy,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_OBGY,4,D_OBG_005,자궁외임신 의심
DQ_EXP_EXP038_004,자궁외임신 의심,obgy,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_OBGY,4,D_OBG_005,자궁외임신 의심
DQ_EXP_EXP038_005,자궁외임신 의심,obgy,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_OBGY,3,D_OBG_005,자궁외임신 의심
DQ_EXP_EXP039_001,분만 임박,obgy,분만 임박와 관련된 핵심 증상이 갑자기 시작됐나요?,진통;양수;출산;규칙적 통증,5,ER_OBGY,5,D_OBG_001,분만 임박
DQ_EXP_EXP039_002,분만 임박,obgy,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_OBGY,5,D_OBG_001,분만 임박
DQ_EXP_EXP039_003,분만 임박,obgy,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_OBGY,4,D_OBG_001,분만 임박
DQ_EXP_EXP039_004,분만 임박,obgy,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_OBGY,4,D_OBG_001,분만 임박
DQ_EXP_EXP039_005,분만 임박,obgy,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_OBGY,3,D_OBG_001,분만 임박
DQ_EXP_EXP040_001,자살위험,psychiatric,자살위험와 관련된 핵심 증상이 갑자기 시작됐나요?,자살;죽고싶다;약 먹음;자해,5,ER_GENERAL,5,D_PSY_006,자살위험
DQ_EXP_EXP040_002,자살위험,psychiatric,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_PSY_006,자살위험
DQ_EXP_EXP040_003,자살위험,psychiatric,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_GENERAL,4,D_PSY_006,자살위험
DQ_EXP_EXP040_004,자살위험,psychiatric,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_GENERAL,4,D_PSY_006,자살위험
DQ_EXP_EXP040_005,자살위험,psychiatric,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_PSY_006,자살위험
DQ_EXP_EXP041_001,공황발작,psychiatric,공황발작와 관련된 핵심 증상이 갑자기 시작됐나요?,공황;숨막힘;두근거림;죽을 것 같음,4,ER_GENERAL,5,D_PSY_001,공황발작
DQ_EXP_EXP041_002,공황발작,psychiatric,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_PSY_001,공황발작
DQ_EXP_EXP041_003,공황발작,psychiatric,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,4,ER_GENERAL,4,D_PSY_001,공황발작
DQ_EXP_EXP041_004,공황발작,psychiatric,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,4,ER_GENERAL,4,D_PSY_001,공황발작
DQ_EXP_EXP041_005,공황발작,psychiatric,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_PSY_001,공황발작
DQ_EXP_EXP042_001,섬망 의심,psychiatric,섬망 의심와 관련된 핵심 증상이 갑자기 시작됐나요?,갑자기 이상행동;혼돈;고령;의식변화,4,ER_GENERAL,5,D_PSY_004,섬망 의심
DQ_EXP_EXP042_002,섬망 의심,psychiatric,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_PSY_004,섬망 의심
DQ_EXP_EXP042_003,섬망 의심,psychiatric,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,4,ER_GENERAL,4,D_PSY_004,섬망 의심
DQ_EXP_EXP042_004,섬망 의심,psychiatric,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,4,ER_GENERAL,4,D_PSY_004,섬망 의심
DQ_EXP_EXP042_005,섬망 의심,psychiatric,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_PSY_004,섬망 의심
DQ_EXP_EXP043_001,눈 화학손상,eye,눈 화학손상와 관련된 핵심 증상이 갑자기 시작됐나요?,락스 눈;화학물질 눈;눈 통증;시야 이상,5,ER_GENERAL,5,D_EYE_004,눈 화학손상
DQ_EXP_EXP043_002,눈 화학손상,eye,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_EYE_004,눈 화학손상
DQ_EXP_EXP043_003,눈 화학손상,eye,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_GENERAL,4,D_EYE_004,눈 화학손상
DQ_EXP_EXP043_004,눈 화학손상,eye,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_GENERAL,4,D_EYE_004,눈 화학손상
DQ_EXP_EXP043_005,눈 화학손상,eye,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_EYE_004,눈 화학손상
DQ_EXP_EXP044_001,망막박리 의심,eye,망막박리 의심와 관련된 핵심 증상이 갑자기 시작됐나요?,번쩍임;날파리;시야 가림;갑작스런 시력저하,4,ER_GENERAL,5,D_EYE_005,망막박리 의심
DQ_EXP_EXP044_002,망막박리 의심,eye,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_EYE_005,망막박리 의심
DQ_EXP_EXP044_003,망막박리 의심,eye,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,4,ER_GENERAL,4,D_EYE_005,망막박리 의심
DQ_EXP_EXP044_004,망막박리 의심,eye,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,4,ER_GENERAL,4,D_EYE_005,망막박리 의심
DQ_EXP_EXP044_005,망막박리 의심,eye,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_EYE_005,망막박리 의심
DQ_EXP_EXP045_001,각막손상,eye,각막손상와 관련된 핵심 증상이 갑자기 시작됐나요?,눈 찔림;이물감;통증;눈물,4,ER_GENERAL,5,D_EYE_001,각막손상
DQ_EXP_EXP045_002,각막손상,eye,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_EYE_001,각막손상
DQ_EXP_EXP045_003,각막손상,eye,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,4,ER_GENERAL,4,D_EYE_001,각막손상
DQ_EXP_EXP045_004,각막손상,eye,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,4,ER_GENERAL,4,D_EYE_001,각막손상
DQ_EXP_EXP045_005,각막손상,eye,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_EYE_001,각막손상
DQ_EXP_EXP046_001,기도 이물,foreign_body,기도 이물와 관련된 핵심 증상이 갑자기 시작됐나요?,목에 걸림;음식물;말 못함;기침 못함,5,ER_GENERAL,5,D_FB_002,기도 이물
DQ_EXP_EXP046_002,기도 이물,foreign_body,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_FB_002,기도 이물
DQ_EXP_EXP046_003,기도 이물,foreign_body,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_GENERAL,4,D_FB_002,기도 이물
DQ_EXP_EXP046_004,기도 이물,foreign_body,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_GENERAL,4,D_FB_002,기도 이물
DQ_EXP_EXP046_005,기도 이물,foreign_body,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_FB_002,기도 이물
DQ_EXP_EXP047_001,식도 이물,foreign_body,식도 이물와 관련된 핵심 증상이 갑자기 시작됐나요?,삼킴곤란;생선가시;목통증;침흘림,4,ER_GENERAL,5,D_FB_004,식도 이물
DQ_EXP_EXP047_002,식도 이물,foreign_body,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_FB_004,식도 이물
DQ_EXP_EXP047_003,식도 이물,foreign_body,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,4,ER_GENERAL,4,D_FB_004,식도 이물
DQ_EXP_EXP047_004,식도 이물,foreign_body,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,4,ER_GENERAL,4,D_FB_004,식도 이물
DQ_EXP_EXP047_005,식도 이물,foreign_body,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_FB_004,식도 이물
DQ_EXP_EXP049_001,혈관부종,allergy,혈관부종와 관련된 핵심 증상이 갑자기 시작됐나요?,입술부음;혀부음;목조임;약물,5,ER_GENERAL,5,D_ALG_004,혈관부종
DQ_EXP_EXP049_002,혈관부종,allergy,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_ALG_004,혈관부종
DQ_EXP_EXP049_003,혈관부종,allergy,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,5,ER_GENERAL,4,D_ALG_004,혈관부종
DQ_EXP_EXP049_004,혈관부종,allergy,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,5,ER_GENERAL,4,D_ALG_004,혈관부종
DQ_EXP_EXP049_005,혈관부종,allergy,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_ALG_004,혈관부종
DQ_EXP_EXP054_001,알코올중독,toxic,알코올중독와 관련된 핵심 증상이 갑자기 시작됐나요?,술;의식저하;구토;호흡느림,4,ER_GENERAL,5,D_TOX_007,알코올중독
DQ_EXP_EXP054_002,알코올중독,toxic,"의식 저하, 실신, 심한 어지럼이 함께 있나요?",의식저하;실신;기절;어지럼,5,ER_GENERAL,5,D_TOX_007,알코올중독
DQ_EXP_EXP054_003,알코올중독,toxic,통증이나 증상이 점점 심해지고 있나요?,악화;심해짐;극심한통증;지속,4,ER_GENERAL,4,D_TOX_007,알코올중독
DQ_EXP_EXP054_004,알코올중독,toxic,"구토, 고열, 식은땀, 창백함 중 하나라도 동반되나요?",구토;고열;식은땀;창백,4,ER_GENERAL,4,D_TOX_007,알코올중독
DQ_EXP_EXP054_005,알코올중독,toxic,"영유아, 고령자, 임산부이거나 심장·폐·당뇨 기저질환이 있나요?",영유아;고령;임산부;기저질환;당뇨,3,ER_GENERAL,3,D_TOX_007,알코올중독
DQ_COMMON_001_001,감기,respiratory,열이 38도 이상으로 오르거나 숨쉬기 힘든가요?,38도;고열;숨참;호흡곤란,3,ER_GENERAL,5,D_RESP_002,감기
DQ_COMMON_001_002,감기,respiratory,"콧물, 기침, 목아픔이 1주 이상 지속되나요?",콧물;기침;목아픔;1주,2,ER_GENERAL,4,D_RESP_002,감기
DQ_COMMON_001_003,감기,respiratory,누런 가래나 가슴 통증이 함께 있나요?,누런가래;가슴통증;흉통;가래,3,ER_GENERAL,4,D_RESP_002,감기
DQ_COMMON_002_001,독감,respiratory,38도 이상의 고열과 심한 몸살이 갑자기 시작됐나요?,38도;39도;고열;몸살,4,ER_GENERAL,5,D_RESP_007,독감
DQ_COMMON_002_002,독감,respiratory,숨이 차거나 가슴 통증이 동반되나요?,숨참;호흡곤란;가슴통증;흉통,5,ER_GENERAL,5,D_RESP_007,독감
DQ_COMMON_002_003,독감,respiratory,"고령자, 임산부, 만성질환자이거나 증상이 빠르게 악화되나요?",고령;임산부;만성질환;악화,4,ER_GENERAL,4,D_RESP_007,독감
DQ_COMMON_003_001,코로나19,respiratory,후각이나 미각이 떨어지고 열 또는 기침이 있나요?,후각저하;미각저하;열;기침,3,ER_GENERAL,5,D_RESP_013,코로나19
DQ_COMMON_003_002,코로나19,respiratory,숨이 차거나 산소가 부족한 느낌이 있나요?,숨참;호흡곤란;산소;가슴답답,5,ER_GENERAL,5,D_RESP_013,코로나19
DQ_COMMON_003_003,코로나19,respiratory,확진자 접촉이나 최근 유행 노출이 있었나요?,확진자;접촉;유행;노출,2,ER_GENERAL,4,D_RESP_013,코로나19
DQ_COMMON_004_001,편도염,respiratory,침 삼키기 힘들 정도로 목 통증이 심한가요?,침삼킴곤란;목통증;인후통;편도,3,ER_GENERAL,5,D_RESP_014,편도염
DQ_COMMON_004_002,편도염,respiratory,편도에 하얀 분비물이나 고열이 있나요?,편도;하얀분비물;고열;열,4,ER_GENERAL,4,D_RESP_014,편도염
DQ_COMMON_004_003,편도염,respiratory,숨쉬기 어렵거나 목이 심하게 붓는 느낌이 있나요?,숨쉬기어려움;목부음;호흡곤란;부종,5,ER_GENERAL,5,D_RESP_014,편도염
DQ_COMMON_005_001,기관지염,respiratory,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_RESP_004,기관지염
